FILE_TYPE,DISCHARGE_MONTH,PREV_YR_AVG,#_RECDS_EXPECTED_(TARGET),#_RECDS_LOADED,SHORTAGE,PCT_OF_PREVYRAVG_SUBMTD_,EXCEPTION_ON_FILE_W/SPARCS,EXTENSION_GRANTED,FILE_LAST_SUBMTD,PFI,AUDIT_YEAR
ED,November,,3715,"6,027",,1.29,,,2023   JAN,001458,2022
ED,December,,3483,"5,639",,1.21,,,2023   FEB,001458,2022
IP,January,3538,2830,"3,480",,0.98,,,2023   FEB,001458,2022
IP,February,,2653,"3,241",,0.91,,,2022   OCT,001458,2022
IP,March,,2830,"3,802",,1.07,,,2022   OCT,001458,2022
IP,April,,2830,"3,571",,1.0,,,2023   JAN,001458,2022
IP,May,,2830,"3,761",,1.06,,,2023   FEB,001458,2022
IP,June,,2830,"3,856",,1.08,,,2022   DEC,001458,2022
IP,July,,2830,"3,798",,1.07,,,2023   FEB,001458,2022
IP,August,,2830,"3,838",,1.08,,,2023   JAN,001458,2022
IP,September,,2830,"3,711",,1.04,,,2023   FEB,001458,2022
AS,January,338,270,329,,0.97,,,2021   SEP,000180,2019
AS,February,,253,291,,0.86,,,2021   SEP,000180,2019
AS,March,,270,320,,0.94,,,2021   DEC,000180,2019
AS,April,,270,321,,0.94,,,2021   SEP,000180,2019
AS,May,,270,335,,0.99,,,2019   OCT,000180,2019
AS,June,,270,248,22,0.73,YES,,2021   DEC,000180,2019
AS,July,,270,284,,0.84,,,2021   DEC,000180,2019
AS,August,,270,285,,0.84,,,2019   NOV,000180,2019
AS,September,,270,281,,0.83,,,2021   SEP,000180,2019
AS,October,,270,282,,0.83,,,2019   NOV,000180,2019
AS,November,,270,324,,0.95,,,2019   DEC,000180,2019
AS,December,,253,253,,0.74,,,2020   JAN,000180,2019
ED,January,1854,1483,"1,851",,0.99,,,2021   SEP,000180,2019
ED,February,,1390,"1,895",,1.02,,,2021   NOV,000180,2019
ED,March,,1483,"2,104",,1.13,,,2021   DEC,000180,2019
ED,April,,1483,"1,999",,1.07,,,2021   NOV,000180,2019
ED,May,,1483,"1,861",,1.0,,,2019   NOV,000180,2019
ED,June,,1483,"2,039",,1.09,,,2021   DEC,000180,2019
ED,July,,1483,"2,153",,1.16,,,2021   DEC,000180,2019
ED,August,,1483,"1,820",,0.98,,,2019   NOV,000180,2019
ED,September,,1483,"1,964",,1.05,,,2021   SEP,000180,2019
ED,October,,1483,"1,949",,1.05,,,2019   DEC,000180,2019
ED,November,,1483,"1,829",,0.98,,,2020   JAN,000180,2019
ED,December,,1390,"1,910",,1.03,,,2020   FEB,000180,2019
IP,January,543,434,491,,0.9,,,2019   OCT,000180,2019
IP,February,,407,431,,0.79,,,2019   OCT,000180,2019
IP,March,,434,645,,1.18,,,2021   NOV,000180,2019
IP,April,,434,641,,1.18,,,2021   NOV,000180,2019
IP,May,,434,498,,0.91,,,2019   OCT,000180,2019
IP,June,,434,602,,1.1,,,2021   NOV,000180,2019
IP,July,,434,657,,1.2,,,2021   DEC,000180,2019
IP,August,,434,457,,0.84,,,2019   NOV,000180,2019
IP,September,,434,473,,0.87,,,2019   NOV,000180,2019
AS,January,491,392,527,,1.07,,,2021   FEB,006789,2021
AS,February,,368,547,,1.11,,,2021   MAR,006789,2021
AS,March,,392,633,,1.28,,,2021   APR,006789,2021
AS,April,,392,639,,1.3,,,2021   MAY,006789,2021
AS,May,,392,588,,1.19,,,2021   JUN,006789,2021
AS,June,,392,657,,1.33,,,2021   JUL,006789,2021
AS,July,,392,582,,1.18,,,2021   AUG,006789,2021
AS,August,,392,536,,1.09,,,2021   SEP,006789,2021
AS,September,,392,534,,1.08,,,2021   OCT,006789,2021
AS,October,,392,557,,1.13,,,2021   NOV,006789,2021
AS,November,,392,573,,1.16,,,2021   DEC,006789,2021
AS,December,,368,586,,1.19,,,2022   JAN,006789,2021
AS,January,54,43,66,,1.22,,,2019   OCT,009037,2019
AS,February,,40,39,1,0.72,YES,,2019   OCT,009037,2019
AS,March,,43,47,,0.87,,,2019   OCT,009037,2019
AS,April,,43,53,,0.98,,,2019   OCT,009037,2019
AS,May,,43,62,,1.14,,,2019   NOV,009037,2019
AS,June,,43,59,,1.09,,,2019   NOV,009037,2019
AS,July,,43,55,,1.01,,,2019   NOV,009037,2019
AS,August,,43,56,,1.03,,,2019   NOV,009037,2019
AS,September,,43,54,,1.0,,,2019   NOV,009037,2019
AS,October,,43,68,,1.25,,,2019   NOV,009037,2019
AS,November,,43,53,,0.98,,,2020   JAN,009037,2019
AS,December,,40,54,,1.0,,,2020   JAN,009037,2019
ED,January,0,1,1,,1.0,,,2021   JUN,000412,2021
ED,February,,1,3,,1.0,,,2021   JUN,000412,2021
ED,March,,1,0,1,1.0,YES,,,000412,2021
ED,April,,1,0,1,1.0,YES,,,000412,2021
ED,May,,1,0,1,1.0,YES,,,000412,2021
ED,June,,1,0,1,1.0,YES,,,000412,2021
ED,July,,1,0,1,1.0,YES,,,000412,2021
ED,August,,1,0,1,1.0,YES,,,000412,2021
ED,September,,1,0,1,1.0,YES,,,000412,2021
ED,October,,1,0,1,1.0,YES,,,000412,2021
ED,November,,1,0,1,1.0,YES,,,000412,2021
ED,December,,1,0,1,1.0,YES,,,000412,2021
IP,January,39,31,34,,0.87,,,2021   DEC,000412,2021
IP,February,,29,29,,0.74,,,2021   AUG,000412,2021
IP,March,,31,47,,1.2,,,2021   DEC,000412,2021
IP,April,,31,49,,1.25,,,2021   NOV,000412,2021
IP,May,,31,35,,0.89,,,2021   OCT,000412,2021
IP,June,,31,37,,0.94,,,2021   DEC,000412,2021
IP,July,,31,39,,1.0,,,2022   FEB,000412,2021
IP,August,,31,41,,1.05,,,2021   DEC,000412,2021
IP,September,,31,40,,1.02,,,2021   NOV,000412,2021
IP,October,,31,33,,0.84,,,2022   APR,000412,2021
IP,November,,31,36,,0.92,,,2022   JAN,000412,2021
IP,December,,29,32,,0.82,,,2022   APR,000412,2021
OP,January,2249,1799,"2,169",,0.96,,,2022   FEB,000412,2021
OP,February,,1686,"1,983",,0.88,,,2022   FEB,000412,2021
OP,March,,1799,0,1799,0.0,YES,,,000412,2021
OP,April,,1799,1,1798,0.0,YES,,2021   JUN,000412,2021
OP,May,,1799,0,1799,0.0,YES,,,000412,2021
OP,June,,1799,0,1799,0.0,YES,,,000412,2021
OP,July,,1799,0,1799,0.0,YES,,,000412,2021
OP,August,,1799,0,1799,0.0,YES,,,000412,2021
OP,September,,1799,0,1799,0.0,YES,,,000412,2021
AS,January,865,692,876,,1.01,,,2021   APR,000818,2021
AS,February,,648,812,,0.93,,,2021   APR,000818,2021
AS,March,,692,"1,239",,1.43,,,2021   JUN,000818,2021
AS,April,,692,"1,177",,1.36,,,2021   JUL,000818,2021
AS,May,,692,"1,127",,1.3,,,2021   JUL,000818,2021
AS,June,,692,"1,200",,1.38,,,2021   AUG,000818,2021
AS,July,,692,"1,016",,1.17,,,2021   SEP,000818,2021
AS,August,,692,"1,081",,1.24,,,2021   NOV,000818,2021
AS,September,,692,"1,200",,1.38,,,2021   NOV,000818,2021
AS,October,,692,"1,234",,1.42,,,2021   DEC,000818,2021
AS,November,,692,"1,146",,1.32,,,2022   FEB,000818,2021
AS,December,,648,900,,1.04,,,2022   FEB,000818,2021
ED,January,2021,1616,"1,959",,0.96,,,2021   APR,000818,2021
ED,February,,1515,"1,754",,0.86,,,2021   MAY,000818,2021
ED,March,,1616,"2,056",,1.01,,,2021   JUN,000818,2021
ED,April,,1616,"2,193",,1.08,,,2021   JUL,000818,2021
ED,May,,1616,"2,271",,1.12,,,2021   AUG,000818,2021
ED,June,,1616,"2,448",,1.21,,,2021   SEP,000818,2021
ED,July,,1616,"2,679",,1.32,,,2021   OCT,000818,2021
ED,August,,1616,"2,616",,1.29,,,2021   NOV,000818,2021
ED,September,,1616,"2,330",,1.15,,,2021   DEC,000818,2021
ED,October,,1616,"2,381",,1.17,,,2022   JAN,000818,2021
ED,November,,1616,"2,247",,1.11,,,2022   FEB,000818,2021
ED,December,,1515,"2,266",,1.12,,,2022   APR,000818,2021
IP,January,859,687,802,,0.93,,,2021   APR,000818,2021
IP,February,,644,750,,0.87,,,2021   APR,000818,2021
IP,March,,687,871,,1.01,,,2021   MAY,000818,2021
IP,April,,687,883,,1.02,,,2021   JUN,000818,2021
IP,May,,687,943,,1.09,,,2021   AUG,000818,2021
IP,June,,687,992,,1.15,,,2021   AUG,000818,2021
IP,July,,687,"1,008",,1.17,,,2021   SEP,000818,2021
IP,August,,687,974,,1.13,,,2021   NOV,000818,2021
IP,September,,687,952,,1.1,,,2021   DEC,000818,2021
AS,January,418,334,419,,1.0,,,2021   APR,000397,2021
AS,February,,313,518,,1.23,,,2021   JUL,000397,2021
AS,March,,334,632,,1.51,,,2022   FEB,000397,2021
AS,April,,334,568,,1.35,,,2022   FEB,000397,2021
AS,May,,334,598,,1.43,,,2022   FEB,000397,2021
AS,June,,334,606,,1.44,,,2022   FEB,000397,2021
AS,July,,334,533,,1.27,,,2021   OCT,000397,2021
AS,August,,334,563,,1.34,,,2021   NOV,000397,2021
AS,September,,334,506,,1.21,,,2022   JAN,000397,2021
AS,October,,334,533,,1.27,,,2022   FEB,000397,2021
AS,November,,334,489,,1.16,,,2022   FEB,000397,2021
AS,December,,313,437,,1.04,,,2022   APR,000397,2021
ED,January,1384,1107,"1,389",,1.0,,,2021   APR,000397,2021
ED,February,,1038,"1,186",,0.85,,,2021   JUL,000397,2021
ED,March,,1107,"1,412",,1.02,,,2021   JUL,000397,2021
ED,April,,1107,"1,418",,1.02,,,2021   DEC,000397,2021
ED,May,,1107,"1,665",,1.2,,,2021   JUL,000397,2021
ED,June,,1107,"1,699",,1.22,,,2021   DEC,000397,2021
ED,July,,1107,"1,692",,1.22,,,2021   NOV,000397,2021
ED,August,,1107,"1,660",,1.19,,,2021   NOV,000397,2021
ED,September,,1107,"1,859",,1.34,,,2022   FEB,000397,2021
ED,October,,1107,"1,947",,1.4,,,2022   MAR,000397,2021
ED,November,,1107,"1,796",,1.29,,,2022   FEB,000397,2021
ED,December,,1038,"1,756",,1.26,,,2022   APR,000397,2021
IP,January,244,195,296,,1.21,,,2021   JUL,000397,2021
IP,February,,183,226,,0.92,,,2022   MAR,000397,2021
IP,March,,195,270,,1.1,,,2021   JUL,000397,2021
IP,April,,195,304,,1.24,,,2021   JUL,000397,2021
IP,May,,195,261,,1.06,,,2022   MAR,000397,2021
IP,June,,195,258,,1.05,,,2021   AUG,000397,2021
IP,July,,195,310,,1.27,,,2022   MAR,000397,2021
IP,August,,195,261,,1.06,,,2022   MAR,000397,2021
IP,September,,195,285,,1.16,,,2022   MAR,000397,2021
AS,January,1407,1125,"1,467",,1.04,,,2021   MAR,006405,2021
AS,February,,1055,"1,467",,1.04,,,2021   MAR,006405,2021
AS,March,,1125,"1,753",,1.24,,,2021   APR,006405,2021
AS,April,,1125,"1,772",,1.25,,,2021   MAY,006405,2021
AS,May,,1125,"1,572",,1.11,,,2021   JUN,006405,2021
AS,June,,1125,"1,680",,1.19,,,2021   JUL,006405,2021
AS,July,,1125,"1,462",,1.03,,,2021   AUG,006405,2021
AS,August,,1125,"1,419",,1.0,,,2021   SEP,006405,2021
AS,September,,1125,"1,451",,1.03,,,2021   OCT,006405,2021
AS,October,,1125,"1,568",,1.11,,,2021   NOV,006405,2021
AS,November,,1125,"1,568",,1.11,,,2021   DEC,006405,2021
AS,December,,1055,"1,571",,1.11,,,2022   JAN,006405,2021
AS,January,1398,1118,"1,048",70,0.74,YES,,2022   MAR,001460,2022
AS,February,,1048,"1,258",,0.89,,,2022   APR,001460,2022
AS,March,,1118,"1,551",,1.1,,,2022   MAY,001460,2022
AS,April,,1118,"1,289",,0.92,,,2022   JUN,001460,2022
AS,May,,1118,"1,478",,1.05,,,2022   JUL,001460,2022
AS,June,,1118,"1,348",,0.96,,,2022   SEP,001460,2022
AS,July,,1118,"1,213",,0.86,,,2022   OCT,001460,2022
AS,August,,1118,"1,382",,0.98,,,2022   NOV,001460,2022
AS,September,,1118,"1,234",,0.88,,,2022   NOV,001460,2022
AS,October,,1118,"1,268",,0.9,,,2022   DEC,001460,2022
AS,November,,1118,"1,305",,0.93,,,2023   JAN,001460,2022
AS,December,,1048,"1,119",,0.8,,,2023   FEB,001460,2022
IP,January,38,30,29,1,0.76,YES,,2022   MAR,001460,2022
IP,February,,28,33,,0.86,,,2022   APR,001460,2022
IP,March,,30,26,4,0.68,YES,,2022   MAY,001460,2022
IP,April,,30,33,,0.86,,,2022   JUL,001460,2022
IP,May,,30,33,,0.86,,,2022   JUL,001460,2022
IP,June,,30,32,,0.84,,,2022   SEP,001460,2022
IP,July,,30,30,,0.78,,,2022   OCT,001460,2022
IP,August,,30,21,9,0.55,YES,,2022   NOV,001460,2022
IP,September,,30,32,,0.84,,,2022   NOV,001460,2022
IP,October,,30,20,10,0.52,YES,,2022   DEC,001460,2022
IP,November,,30,23,7,0.6,YES,,2023   JAN,001460,2022
IP,December,,28,16,12,0.42,YES,,2023   FEB,001460,2022
OP,January,7156,5724,"5,916",,0.82,,,2022   MAR,001460,2022
OP,February,,5367,"7,233",,1.01,,,2022   OCT,001460,2022
OP,March,,5724,"8,130",,1.13,,,2022   MAY,001460,2022
OP,April,,5724,"7,604",,1.06,,,2022   OCT,001460,2022
OP,May,,5724,"7,587",,1.06,,,2022   JUL,001460,2022
OP,June,,5724,"6,335",,0.88,,,2022   NOV,001460,2022
OP,July,,5724,"6,835",,0.95,,,2022   OCT,001460,2022
OP,August,,5724,"7,947",,1.11,,,2022   NOV,001460,2022
OP,September,,5724,"7,369",,1.02,,,2022   NOV,001460,2022
AS,January,641,512,615,,0.95,,,2021   OCT,000779,2020
AS,February,,480,627,,0.97,,,2021   OCT,000779,2020
AS,March,,512,400,112,0.62,YES,,2021   OCT,000779,2020
AS,April,,512,103,409,0.16,YES,,2021   OCT,000779,2020
AS,May,,512,183,329,0.28,YES,,2021   OCT,000779,2020
AS,June,,512,564,,0.87,,,2021   OCT,000779,2020
AS,July,,512,636,,0.99,,,2022   JUN,000779,2020
AS,August,,512,588,,0.91,,,2021   OCT,000779,2020
AS,September,,512,583,,0.9,,,2021   OCT,000779,2020
AS,October,,512,642,,1.0,,,2022   MAY,000779,2020
AS,November,,512,385,127,0.6,YES,,2022   MAY,000779,2020
AS,December,,480,581,,0.9,,,2021   OCT,000779,2020
ED,January,2731,2184,"2,950",,1.08,,,2022   MAY,000779,2020
ED,February,,2048,"3,153",,1.15,,,2022   SEP,000779,2020
ED,March,,2184,"3,039",,1.11,,,2022   MAY,000779,2020
ED,April,,2184,"1,731",453,0.63,YES,,2022   MAY,000779,2020
ED,May,,2184,"1,286",898,0.47,YES,,2022   MAY,000779,2020
ED,June,,2184,"1,649",535,0.6,YES,,2022   MAR,000779,2020
ED,July,,2184,"1,892",292,0.69,YES,,2023   JAN,000779,2020
ED,August,,2184,"2,037",147,0.74,YES,,2022   SEP,000779,2020
ED,September,,2184,"2,032",152,0.74,YES,,2022   JUN,000779,2020
ED,October,,2184,"1,911",273,0.69,YES,,2022   SEP,000779,2020
ED,November,,2184,"1,716",468,0.62,YES,,2022   MAR,000779,2020
ED,December,,2048,"1,947",101,0.71,YES,,2022   SEP,000779,2020
IP,January,1444,1155,"1,625",,1.12,,,2022   JUL,000779,2020
IP,February,,1083,"1,367",,0.94,,,2022   DEC,000779,2020
IP,March,,1155,"1,395",,0.96,,,2022   JUL,000779,2020
IP,April,,1155,"1,255",,0.86,,,2022   JUL,000779,2020
IP,May,,1155,"1,075",80,0.74,YES,,2022   DEC,000779,2020
IP,June,,1155,"1,220",,0.84,,,2022   SEP,000779,2020
IP,July,,1155,"1,311",,0.9,,,2022   DEC,000779,2020
IP,August,,1155,"1,302",,0.9,,,2022   SEP,000779,2020
IP,September,,1155,"1,313",,0.9,,,2022   SEP,000779,2020
AS,January,579,463,0,463,0.0,NO,,,000135,2023
AS,February,,434,0,434,0.0,NO,,,000135,2023
AS,January,6,4,3,1,0.5,,,2019   NOV,009076,2019
AS,February,,4,3,1,0.5,,,2019   OCT,009076,2019
AS,March,,4,10,,1.66,,,2021   MAR,009076,2019
AS,April,,4,3,1,0.5,,,2019   OCT,009076,2019
AS,May,,4,4,,0.66,,,2019   NOV,009076,2019
AS,June,,4,3,1,0.5,,,2019   NOV,009076,2019
AS,July,,4,0,4,0.0,NO,08/31/2021,,009076,2019
AS,August,,4,0,4,0.0,NO,08/31/2021,,009076,2019
AS,September,,4,0,4,0.0,NO,08/31/2021,,009076,2019
AS,October,,4,0,4,0.0,NO,08/31/2021,,009076,2019
AS,November,,4,0,4,0.0,NO,08/31/2021,,009076,2019
AS,December,,4,0,4,0.0,NO,08/31/2021,,009076,2019
AS,January,232,185,137,48,0.59,YES,,2021   SEP,000551,2021
AS,February,,174,218,,0.93,,,2022   JAN,000551,2021
AS,March,,185,270,,1.16,,,2022   JAN,000551,2021
AS,April,,185,248,,1.06,,,2022   JAN,000551,2021
AS,May,,185,261,,1.12,,,2021   SEP,000551,2021
AS,June,,185,254,,1.09,,,2022   JAN,000551,2021
AS,July,,185,240,,1.03,,,2022   JUL,000551,2021
AS,August,,185,222,,0.95,,,2022   MAR,000551,2021
AS,September,,185,222,,0.95,,,2022   JAN,000551,2021
AS,October,,185,245,,1.05,,,2022   MAR,000551,2021
AS,November,,185,242,,1.04,,,2022   MAY,000551,2021
AS,December,,174,252,,1.08,,,2022   MAY,000551,2021
ED,January,1633,1306,"2,055",,1.25,,,2022   JAN,000551,2021
ED,February,,1224,"1,618",,0.99,,,2022   JAN,000551,2021
ED,March,,1306,"1,949",,1.19,,,2022   JAN,000551,2021
ED,April,,1306,"1,839",,1.12,,,2022   JAN,000551,2021
ED,May,,1306,"1,861",,1.13,,,2022   JAN,000551,2021
ED,June,,1306,"1,841",,1.12,,,2022   MAR,000551,2021
ED,July,,1306,"2,111",,1.29,,,2022   MAY,000551,2021
ED,August,,1306,"2,483",,1.52,,,2022   MAR,000551,2021
ED,September,,1306,"2,573",,1.57,,,2022   MAR,000551,2021
ED,October,,1306,"2,529",,1.54,,,2022   MAY,000551,2021
ED,November,,1306,"2,808",,1.71,,,2022   MAY,000551,2021
ED,December,,1224,"4,612",,2.82,,,2022   JUN,000551,2021
IP,January,435,348,511,,1.17,,,2022   JAN,000551,2021
IP,February,,326,392,,0.9,,,2022   JAN,000551,2021
IP,March,,348,489,,1.12,,,2021   SEP,000551,2021
IP,April,,348,491,,1.12,,,2022   MAR,000551,2021
IP,May,,348,441,,1.01,,,2022   JAN,000551,2021
IP,June,,348,483,,1.11,,,2022   MAR,000551,2021
IP,July,,348,459,,1.05,,,2022   MAR,000551,2021
IP,August,,348,484,,1.11,,,2022   MAR,000551,2021
IP,September,,348,462,,1.06,,,2022   MAR,000551,2021
AS,January,222,177,214,,0.96,,,2022   OCT,010266,2021
AS,February,,166,236,,1.06,,,2022   OCT,010266,2021
AS,March,,177,259,,1.16,,,2022   OCT,010266,2021
AS,April,,177,275,,1.23,,,2022   OCT,010266,2021
AS,May,,177,249,,1.12,,,2022   OCT,010266,2021
AS,June,,177,259,,1.16,,,2022   OCT,010266,2021
AS,July,,177,254,,1.14,,,2022   OCT,010266,2021
AS,August,,177,260,,1.17,,,2022   OCT,010266,2021
AS,September,,177,236,,1.06,,,2022   OCT,010266,2021
AS,October,,177,261,,1.17,,,2022   OCT,010266,2021
AS,November,,177,227,,1.02,,,2022   OCT,010266,2021
AS,December,,166,265,,1.19,,,2022   OCT,010266,2021
AS,January,165,132,187,,1.13,,,2019   DEC,004067,2019
AS,February,,123,113,10,0.68,YES,,2020   MAR,004067,2019
AS,March,,132,155,,0.93,,,2020   MAR,004067,2019
AS,April,,132,160,,0.96,,,2020   MAR,004067,2019
AS,May,,132,167,,1.01,,,2020   MAY,004067,2019
AS,June,,132,149,,0.9,,,2020   MAY,004067,2019
AS,July,,132,186,,1.12,,,2020   MAY,004067,2019
AS,August,,132,160,,0.96,,,2020   MAY,004067,2019
AS,September,,132,198,,1.2,,,2020   MAY,004067,2019
AS,October,,132,256,,1.55,,,2020   MAY,004067,2019
AS,November,,132,187,,1.13,,,2020   MAY,004067,2019
AS,December,,123,136,,0.82,,,2020   MAY,004067,2019
OP,January,949,759,"1,023",,1.07,,,2021   OCT,007735,2021
OP,February,,711,"1,114",,1.17,,,2021   OCT,007735,2021
OP,March,,759,"1,412",,1.48,,,2021   OCT,007735,2021
OP,April,,759,"1,369",,1.44,,,2023   FEB,007735,2021
OP,May,,759,"1,308",,1.37,,,2022   JAN,007735,2021
OP,June,,759,"1,350",,1.42,,,2023   FEB,007735,2021
OP,July,,759,"1,384",,1.45,,,2023   FEB,007735,2021
OP,August,,759,"1,394",,1.46,,,2022   DEC,007735,2021
OP,September,,759,"1,336",,1.4,,,2023   FEB,007735,2021
OP,October,,759,"1,351",,1.42,,,2023   FEB,007735,2021
OP,November,,759,"1,409",,1.48,,,2022   DEC,007735,2021
OP,December,,711,"1,270",,1.33,,,2023   FEB,007735,2021
AS,January,906,724,923,,1.01,,,2022   DEC,009342,2021
AS,February,,679,858,,0.94,,,2022   DEC,009342,2021
AS,March,,724,"1,135",,1.25,,,2022   DEC,009342,2021
AS,April,,724,"1,199",,1.32,,,2023   JAN,009342,2021
AS,May,,724,"1,112",,1.22,,,2023   JAN,009342,2021
AS,June,,724,"1,246",,1.37,,,2022   DEC,009342,2021
AS,July,,724,"1,071",,1.18,,,2022   DEC,009342,2021
AS,August,,724,"1,181",,1.3,,,2023   JAN,009342,2021
AS,September,,724,"1,039",,1.14,,,2022   DEC,009342,2021
AS,October,,724,"1,210",,1.33,,,2022   DEC,009342,2021
AS,November,,724,"1,166",,1.28,,,2022   DEC,009342,2021
AS,December,,679,"1,094",,1.2,,,2022   DEC,009342,2021
OP,January,3919,3135,"4,448",,1.13,,,2023   FEB,009342,2021
OP,February,,2939,"4,105",,1.04,,,2023   JAN,009342,2021
OP,March,,3135,"5,250",,1.33,,,2023   JAN,009342,2021
OP,April,,3135,"4,958",,1.26,,,2023   JAN,009342,2021
OP,May,,3135,"4,680",,1.19,,,2023   JAN,009342,2021
OP,June,,3135,"5,152",,1.31,,,2023   JAN,009342,2021
OP,July,,3135,"4,853",,1.23,,,2023   JAN,009342,2021
OP,August,,3135,"4,991",,1.27,,,2023   JAN,009342,2021
OP,September,,3135,"4,963",,1.26,,,2023   JAN,009342,2021
OP,October,,3135,"5,162",,1.31,,,2023   JAN,009342,2021
OP,November,,3135,"5,150",,1.31,,,2023   JAN,009342,2021
OP,December,,2939,"4,687",,1.19,,,2023   FEB,009342,2021
AS,January,818,654,943,,1.15,,,2019   OCT,000210,2019
AS,February,,613,875,,1.06,,,2019   OCT,000210,2019
AS,March,,654,"1,032",,1.26,,,2019   OCT,000210,2019
AS,April,,654,"1,009",,1.23,,,2019   OCT,000210,2019
AS,May,,654,"1,063",,1.29,,,2019   NOV,000210,2019
AS,June,,654,979,,1.19,,,2019   NOV,000210,2019
AS,July,,654,"1,130",,1.38,,,2019   NOV,000210,2019
AS,August,,654,"1,011",,1.23,,,2019   NOV,000210,2019
AS,September,,654,975,,1.19,,,2019   NOV,000210,2019
AS,October,,654,900,,1.1,,,2019   NOV,000210,2019
AS,November,,654,715,,0.87,,,2019   DEC,000210,2019
AS,December,,613,694,,0.84,,,2020   JAN,000210,2019
ED,January,3688,2950,"3,321",,0.9,,,2019   OCT,000210,2019
ED,February,,2766,"2,999",,0.81,,,2019   OCT,000210,2019
ED,March,,2950,"3,672",,0.99,,,2019   OCT,000210,2019
ED,April,,2950,"3,478",,0.94,,,2019   OCT,000210,2019
ED,May,,2950,"3,826",,1.03,,,2019   NOV,000210,2019
ED,June,,2950,"3,858",,1.04,,,2019   NOV,000210,2019
ED,July,,2950,"4,158",,1.12,,,2019   NOV,000210,2019
ED,August,,2950,"4,147",,1.12,,,2019   NOV,000210,2019
ED,September,,2950,"3,797",,1.02,,,2019   NOV,000210,2019
ED,October,,2950,"3,630",,0.98,,,2019   NOV,000210,2019
ED,November,,2950,"3,238",,0.87,,,2019   DEC,000210,2019
ED,December,,2766,"3,170",,0.85,,,2020   JAN,000210,2019
IP,January,1536,1228,"1,610",,1.04,,,2019   OCT,000210,2019
IP,February,,1152,"1,445",,0.94,,,2019   OCT,000210,2019
IP,March,,1228,"1,587",,1.03,,,2021   JUN,000210,2019
IP,April,,1228,"1,521",,0.99,,,2020   FEB,000210,2019
IP,May,,1228,"1,594",,1.03,,,2019   NOV,000210,2019
IP,June,,1228,"1,514",,0.98,,,2019   NOV,000210,2019
IP,July,,1228,"1,507",,0.98,,,2019   DEC,000210,2019
IP,August,,1228,"1,586",,1.03,,,2020   APR,000210,2019
IP,September,,1228,"1,473",,0.95,,,2020   FEB,000210,2019
AS,January,0,1,0,1,1.0,NO,,,015358,2023
AS,February,,1,0,1,1.0,NO,,,015358,2023
AS,January,553,442,179,263,0.32,YES,,2022   FEB,000002,2021
AS,February,,414,148,266,0.26,YES,,2022   JAN,000002,2021
AS,March,,442,764,,1.38,,,2023   FEB,000002,2021
AS,April,,442,793,,1.43,,,2022   SEP,000002,2021
AS,May,,442,707,,1.27,,,2022   JAN,000002,2021
AS,June,,442,692,,1.25,,,2023   FEB,000002,2021
AS,July,,442,679,,1.22,,,2022   JUL,000002,2021
AS,August,,442,610,,1.1,,,2022   NOV,000002,2021
AS,September,,442,590,,1.06,,,2023   JAN,000002,2021
AS,October,,442,671,,1.21,,,2022   JUN,000002,2021
AS,November,,442,626,,1.13,,,2022   SEP,000002,2021
AS,December,,414,542,,0.98,,,2023   JAN,000002,2021
IP,January,1,1,0,1,1.0,YES,,,000002,2021
IP,February,,1,0,1,1.0,YES,,,000002,2021
IP,March,,1,2,,1.0,,,2021   MAY,000002,2021
IP,April,,1,1,,1.0,,,2021   MAY,000002,2021
IP,May,,1,0,1,1.0,YES,,,000002,2021
IP,June,,1,1,,1.0,,,2021   AUG,000002,2021
IP,July,,1,0,1,1.0,YES,,,000002,2021
IP,August,,1,0,1,1.0,YES,,,000002,2021
IP,September,,1,0,1,1.0,YES,,,000002,2021
IP,October,,1,1,,1.0,,,2021   DEC,000002,2021
IP,November,,1,0,1,1.0,YES,,,000002,2021
IP,December,,1,1,,1.0,,,2022   FEB,000002,2021
OP,January,5982,4785,"6,065",,1.01,,,2022   SEP,000002,2021
OP,February,,4486,"5,614",,0.93,,,2022   JUL,000002,2021
OP,March,,4785,"7,337",,1.22,,,2022   JAN,000002,2021
OP,April,,4785,"6,456",,1.07,,,2022   MAR,000002,2021
OP,May,,4785,"6,579",,1.09,,,2022   JUN,000002,2021
OP,June,,4785,"6,719",,1.12,,,2022   JAN,000002,2021
OP,July,,4785,"5,982",,1.0,,,2022   SEP,000002,2021
OP,August,,4785,"6,470",,1.08,,,2022   SEP,000002,2021
OP,September,,4785,"6,403",,1.07,,,2022   JUN,000002,2021
AS,January,325,260,337,,1.03,,,2023   MAR,001168,2023
AS,February,,243,249,,0.76,,,2023   MAR,001168,2023
AS,January,255,204,242,,0.94,,,2023   MAR,000393,2023
AS,February,,191,200,,0.78,,,2023   MAR,000393,2023
AS,January,152,121,133,,0.87,,,2019   OCT,009795,2019
AS,February,,114,124,,0.81,,,2019   OCT,009795,2019
AS,March,,121,139,,0.91,,,2019   OCT,009795,2019
AS,April,,121,156,,1.02,,,2019   NOV,009795,2019
AS,May,,121,185,,1.21,,,2019   NOV,009795,2019
AS,June,,121,176,,1.15,,,2019   NOV,009795,2019
